270101 N- ----NSF- ----NSF Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις
270116 C- -------- ------- ὡς ὡς ὡς ὡς
270116 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270116 N- ----NSM- ----NSM ἥλιος ἥλιος ἥλιος ἥλιος
270116 V- 3PAI-S-- PAI3-S- φαίνει φαίνει φαίνει φαίνω
270116 P- -------- ------- ἐν ἐν ἐν ἐν
270116 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
270116 N- ----DSF- ----DSF δυνάμει δυνάμει δυνάμει δύναμις
270116 RP ----GSM- ----GSY αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
270117 C- -------- ------- Καὶ Καὶ καί καί
270117 C- -------- ------- ὅτε ὅτε ὅτε ὅτε
270117 V- 1AAI-S-- AAI1-S- εἶδον εἶδον εἶδον ὁράω
270117 RP ----ASM- ----ASM αὐτόν, αὐτόν αὐτόν αὐτός
270117 V- 1AAI-S-- AAI1-S- ἔπεσα ἔπεσα ἔπεσα πίπτω
270117 P- -------- ------- πρὸς πρὸς πρός πρός
270117 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270117 N- ----APM- ----APM πόδας πόδας πόδας πούς
270117 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270117 C- -------- ------- ὡς ὡς ὡς ὡς
270117 A- ----NSM- ----NSM νεκρός· νεκρός νεκρός νεκρός
270117 C- -------- ------- καὶ καὶ καί καί
270117 V- 3AAI-S-- AAI3-S- ἔθηκεν ἔθηκεν ἔθηκε(ν) τίθημι
270117 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270117 A- ----ASF- ----ASF δεξιὰν δεξιὰν δεξιάν δεξιός
270117 RP ----GSM- ----GSY αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270117 P- -------- ------- ἐπ’ ἐπ’ ἐπί ἐπί
270117 RP ----AS-- ----AS- ἐμὲ ἐμὲ ἐμέ ἐγώ
270117 V- -PAPNSM- PAP-NSM λέγων· λέγων λέγων λέγω
270117 D- -------- ------- Μὴ Μὴ μή μή
270117 V- 2PMD-S-- PMD2-S- φοβοῦ· φοβοῦ φοβοῦ φοβέομαι
270117 RP ----NS-- ----NS- ἐγώ ἐγώ ἐγώ ἐγώ
270117 V- 1PAI-S-- PAI1-S- εἰμι εἰμι εἰμί εἰμί
270117 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270117 A- ----NSM- ----NSM πρῶτος πρῶτος πρῶτος πρῶτος
270117 C- -------- ------- καὶ καὶ καί καί
270117 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270117 A- ----NSM- ----NSM ἔσχατος, ἔσχατος ἔσχατος ἔσχατος
270118 C- -------- ------- καὶ καὶ καί καί
270118 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270118 V- -PAPNSM- PAP-NSM ζῶν— ζῶν ζῶν ζάω
270118 C- -------- ------- καὶ καὶ καί καί
270118 V- 1AMI-S-- AMI1-S- ἐγενόμην ἐγενόμην ἐγενόμην γίνομαι
270118 A- ----NSM- ----NSM νεκρὸς νεκρὸς νεκρός νεκρός
270118 C- -------- ------- καὶ καὶ καί καί
270118 X- -------- ------- ἰδοὺ ἰδοὺ ἰδού ἰδού
270118 V- -PAPNSM- PAP-NSM ζῶν ζῶν ζῶν ζάω
270118 V- 1PAI-S-- PAI1-S- εἰμι εἰμι εἰμί εἰμί
270118 P- -------- ------- εἰς εἰς εἰς εἰς
270118 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270118 N- ----APM- ----APM αἰῶνας αἰῶνας αἰῶνας αἰών
270118 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
270118 N- ----GPM- ----GPX ⸀αἰώνων— αἰώνων αἰώνων αἰών
270118 C- -------- ------- καὶ καὶ καί καί
270118 V- 1PAI-S-- PAI1-S- ἔχω ἔχω ἔχω ἔχω
270118 RA ----APF- ----APF τὰς τὰς τάς ὁ
270118 N- ----APF- ----APF κλεῖς κλεῖς κλεῖς κλείς
270118 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270118 N- ----GSM- ----GSY θανάτου θανάτου θανάτου θάνατος
270118 C- -------- ------- καὶ καὶ καί καί
270118 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270118 N- ----GSM- ----GSY ᾅδου. ᾅδου ᾅδου ᾅδης
270119 V- 2AAD-S-- AAD2-S- γράψον γράψον γράψον γράφω
270119 C- -------- ------- οὖν οὖν οὖν οὖν
270119 RR ----APN- ----CPN ἃ ἃ ἅ ὅς
270119 V- 2AAI-S-- AAI2-S- εἶδες εἶδες εἶδες ὁράω
270119 C- -------- ------- καὶ καὶ καί καί
270119 RR ----NPN- ----CPN ἃ ἃ ἅ ὅς
270119 V- 3PAI-P-- PAI3-P- εἰσὶν εἰσὶν εἰσί(ν) εἰμί
270119 C- -------- ------- καὶ καὶ καί καί
270119 RR ----NPN- ----CPN ἃ ἃ ἅ ὅς
270119 V- 3PAI-S-- PAI3-S- μέλλει μέλλει μέλλει μέλλω
270119 V- -PMN---- PMN---- ⸀γίνεσθαι γίνεσθαι γίνεσθαι γίνομαι
270119 P- -------- ------- μετὰ μετὰ μετά μετά
270119 RD ----APN- ----CPN ταῦτα. ταῦτα ταῦτα οὗτος
270120 RA ----NSN- ----CSN τὸ τὸ τό ὁ
270120 N- ----NSN- ----CSN μυστήριον μυστήριον μυστήριον μυστήριον
270120 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
270120 A- ----GPM- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 N- ----GPM- ----GPX ἀστέρων ἀστέρων ἀστέρων ἀστήρ
270120 RR ----APM- ----APM ⸀οὓς οὓς οὕς ὅς
270120 V- 2AAI-S-- AAI2-S- εἶδες εἶδες εἶδες ὁράω
270120 P- -------- ------- ἐπὶ ἐπὶ ἐπί ἐπί
270120 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270120 A- ----GSF- ----GSF δεξιᾶς δεξιᾶς δεξιᾶς δεξιός
270120 RP ----GS-- ----GS- μου, μου μου ἐγώ
270120 C- -------- ------- καὶ καὶ καί καί
270120 RA ----APF- ----APF τὰς τὰς τάς ὁ
270120 A- ----APF- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 N- ----APF- ----APF λυχνίας λυχνίας λυχνίας λυχνία
270120 RA ----APF- ----APF τὰς τὰς τάς ὁ
270120 A- ----APF- ----APF χρυσᾶς· χρυσᾶς χρυσᾶς χρυσοῦς
270120 RA ----NPM- ----NPM οἱ οἱ οἱ ὁ
270120 A- ----NPM- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 N- ----NPM- ----NPM ἀστέρες ἀστέρες ἀστέρες ἀστήρ
270120 N- ----NPM- ----NPM ἄγγελοι ἄγγελοι ἄγγελοι ἄγγελος
270120 RA ----GPF- ----GPX τῶν τῶν τῶν ὁ
270120 A- ----GPF- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 N- ----GPF- ----GPX ἐκκλησιῶν ἐκκλησιῶν ἐκκλησιῶν ἐκκλησία
270120 V- 3PAI-P-- PAI3-P- εἰσίν, εἰσίν εἰσί(ν) εἰμί
270120 C- -------- ------- καὶ καὶ καί καί
270120 RA ----NPF- ----NPF αἱ αἱ αἱ ὁ
270120 N- ----NPF- ----NPF λυχνίαι λυχνίαι λυχνίαι λυχνία
270120 RA ----NPF- ----NPF αἱ αἱ αἱ ὁ
270120 A- ----NPF- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 A- ----NPF- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270120 N- ----NPF- ----NPF ἐκκλησίαι ἐκκλησίαι ἐκκλησίαι ἐκκλησία
270120 V- 3PAI-P-- PAI3-P- εἰσίν. εἰσίν εἰσί(ν) εἰμί
270201 RA ----DSM- ----DSY Τῷ Τῷ τῷ ὁ
270201 N- ----DSM- ----DSY ἀγγέλῳ ἀγγέλῳ ἀγγέλῳ ἄγγελος
270201 RA ----GSF- ----GSF ⸀τῆς τῆς τῆς ὁ
270201 P- -------- ------- ἐν ἐν ἐν ἐν
270201 N- ----DSF- ----DSF Ἐφέσῳ Ἐφέσῳ Ἐφέσῳ Ἔφεσος
270201 N- ----GSF- ----GSF ἐκκλησίας ἐκκλησίας ἐκκλησίας ἐκκλησία
270201 V- 2AAD-S-- AAD2-S- γράψον· γράψον γράψον γράφω
270201 RD ----APN- ----CPN Τάδε Τάδε τάδε ὅδε
270201 V- 3PAI-S-- PAI3-S- λέγει λέγει λέγει λέγω
270201 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270201 V- -PAPNSM- PAP-NSM κρατῶν κρατῶν κρατῶν κρατέω
270201 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270201 A- ----APM- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270201 N- ----APM- ----APM ἀστέρας ἀστέρας ἀστέρας ἀστήρ
270201 P- -------- ------- ἐν ἐν ἐν ἐν
270201 RA ----DSF- ----DSF τῇ τῇ τῇ ὁ
270201 A- ----DSF- ----DSF δεξιᾷ δεξιᾷ δεξιᾷ δεξιός
270201 RP ----GSM- ----GSY αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
270201 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270201 V- -PAPNSM- PAP-NSM περιπατῶν περιπατῶν περιπατῶν περιπατέω
270201 P- -------- ------- ἐν ἐν ἐν ἐν
270201 A- ----DSN- ----DSY μέσῳ μέσῳ μέσῳ μέσος
270201 RA ----GPF- ----GPX τῶν τῶν τῶν ὁ
270201 A- ----GPF- ------- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270201 N- ----GPF- ----GPX λυχνιῶν λυχνιῶν λυχνιῶν λυχνία
270201 RA ----GPF- ----GPX τῶν τῶν τῶν ὁ
270201 A- ----GPF- ----GPX χρυσῶν· χρυσῶν χρυσῶν χρυσοῦς
270202 V- 1XAI-S-- XAI1-S- Οἶδα Οἶδα οἶδα οἶδα
270202 RA ----APN- ----CPN τὰ τὰ τά ὁ
270202 N- ----APN- ----CPN ἔργα ἔργα ἔργα ἔργον
270202 RP ----GS-- ----GS- σου, σου σου σύ
270202 C- -------- ------- καὶ καὶ καί καί
270202 RA ----ASM- ----ASM τὸν τὸν τόν ὁ
270202 N- ----ASM- ----ASM ⸀κόπον κόπον κόπον κόπος
270202 C- -------- ------- καὶ καὶ καί καί
270202 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270202 N- ----ASF- ----ASF ὑπομονήν ὑπομονήν ὑπομονήν ὑπομονή
270202 RP ----GS-- ----GS- σου, σου σου σύ
270202 C- -------- ------- καὶ καὶ καί καί
270202 C- -------- ------- ὅτι ὅτι ὅτι ὅτι
270202 D- -------- ------- οὐ οὐ οὐ οὐ
270202 V- 2PMI-S-- PMI2-S- δύνῃ δύνῃ δύνῃ δύναμαι
270202 V- -AAN---- AAN---- βαστάσαι βαστάσαι βαστάσαι βαστάζω
270202 A- ----APM- ----APM κακούς, κακούς κακούς κακός
270202 C- -------- ------- καὶ καὶ καί καί
270202 V- 2AAI-S-- AAI2-S- ἐπείρασας ἐπείρασας ἐπείρασας πειράζω
270202 RA ----APM- ----APM τοὺς τοὺς τούς ὁ
270202 V- -PAPAPM- PAP-APM λέγοντας λέγοντας λέγοντας λέγω
270202 RP ----APM- ----APM ἑαυτοὺς ἑαυτοὺς ἑαυτούς ἑαυτοῦ
270202 N- ----APM- ----APM ⸀ἀποστόλους, ἀποστόλους ἀποστόλους ἀπόστολος
270202 C- -------- ------- καὶ καὶ καί καί
270202 D- -------- ------- οὐκ οὐκ οὐ οὐ
270202 V- 3PAI-P-- PAI3-P- εἰσίν, εἰσίν εἰσί(ν) εἰμί
270202 C- -------- ------- καὶ καὶ καί καί
270202 V- 2AAI-S-- AAI2-S- εὗρες εὗρες εὗρες εὑρίσκω
270202 RP ----APM- ----APM αὐτοὺς αὐτοὺς αὐτούς αὐτός
270202 A- ----APM- ----APM ψευδεῖς· ψευδεῖς ψευδεῖς ψευδής
270203 C- -------- ------- καὶ καὶ καί καί
270203 N- ----ASF- ----ASF ὑπομονὴν ὑπομονὴν ὑπομονήν ὑπομονή
270203 V- 2PAI-S-- PAI2-S- ἔχεις, ἔχεις ἔχεις ἔχω
270203 C- -------- ------- καὶ καὶ καί καί
270203 V- 2AAI-S-- AAI2-S- ἐβάστασας ἐβάστασας ἐβάστασας βαστάζω
270203 P- -------- ------- διὰ διὰ διά διά
270203 RA ----ASN- ----CSN τὸ τὸ τό ὁ
270203 N- ----ASN- ----CSN ὄνομά ὄνομά ὄνομα ὄνομα
270203 RP ----GS-- ----GS- μου, μου μου ἐγώ
270203 C- -------- ------- καὶ καὶ καί καί
270203 D- -------- ------- ⸂οὐ οὐ οὐ οὐ
270203 V- 2XAI-S-- XAI2-S- κεκοπίακες⸃. κεκοπίακες κεκοπίακες κοπιάω
270204 C- -------- ------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
270204 V- 1PAI-S-- PAI1-S- ἔχω ἔχω ἔχω ἔχω
270204 P- -------- ------- κατὰ κατὰ κατά κατά
270204 RP ----GS-- ----GS- σοῦ σοῦ σοῦ σύ
270204 C- -------- ------- ὅτι ὅτι ὅτι ὅτι
270204 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270204 N- ----ASF- ----ASF ἀγάπην ἀγάπην ἀγάπην ἀγάπη
270204 RP ----GS-- ----GS- σου σου σου σύ
270204 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270204 A- ----ASF- ----ASF πρώτην πρώτην πρώτην πρῶτος
270204 V- 2AAI-S-- AAI2-S- ἀφῆκες. ἀφῆκες ἀφῆκες ἀφίημι
270205 V- 2PAD-S-- PAD2-S- μνημόνευε μνημόνευε μνημόνευε μνημονεύω
270205 C- -------- ------- οὖν οὖν οὖν οὖν
270205 D- -------- ------- πόθεν πόθεν πόθεν πόθεν
270205 V- 2XAI-S-- XAI2-S- ⸀πέπτωκας, πέπτωκας πέπτωκας πίπτω
270205 C- -------- ------- καὶ καὶ καί καί
270205 V- 2AAD-S-- AAD2-S- μετανόησον μετανόησον μετανόησον μετανοέω
270205 C- -------- ------- καὶ καὶ καί καί
270205 RA ----APN- ----CPN τὰ τὰ τά ὁ
270205 A- ----APN- ----CPN πρῶτα πρῶτα πρῶτα πρῶτος
270205 N- ----APN- ----CPN ἔργα ἔργα ἔργα ἔργον
270205 V- 2AAD-S-- AAD2-S- ποίησον· ποίησον ποίησον ποιέω
270205 C- -------- ------- εἰ εἰ εἰ εἰ
270205 C- -------- ------- δὲ δὲ δέ δέ
270205 D- -------- ------- μή, μή μή μή
270205 V- 1PMI-S-- PMI1-S- ἔρχομαί ἔρχομαί ἔρχομαι ἔρχομαι
270205 RP ----DS-- ----DS- ⸀σοι, σοι σοι σύ
270205 C- -------- ------- καὶ καὶ καί καί
270205 V- 1FAI-S-- FAI1-S- κινήσω κινήσω κινήσω κινέω
270205 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270205 N- ----ASF- ----ASF λυχνίαν λυχνίαν λυχνίαν λυχνία
270205 RP ----GS-- ----GS- σου σου σου σύ
270205 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270205 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270205 N- ----GSM- ----GSY τόπου τόπου τόπου τόπος
270205 RP ----GSF- ----GSF αὐτῆς, αὐτῆς αὐτῆς αὐτός
270205 C- -------- ------- ἐὰν ἐὰν ἐάν ἐάν
270205 D- -------- ------- μὴ μὴ μή μή
270205 V- 2AAS-S-- AAS2-S- μετανοήσῃς. μετανοήσῃς μετανοήσῃς μετανοέω
270206 C- -------- ------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
270206 RD ----ASN- ----CSN τοῦτο τοῦτο τοῦτο οὗτος
270206 V- 2PAI-S-- PAI2-S- ἔχεις ἔχεις ἔχεις ἔχω
270206 D- -------- ------- ὅτι ὅτι ὅτι ὅτι
270206 V- 2PAI-S-- PAI2-S- μισεῖς μισεῖς μισεῖς μισέω
270206 RA ----APN- ----CPN τὰ τὰ τά ὁ
270206 N- ----APN- ----CPN ἔργα ἔργα ἔργα ἔργον
270206 RA ----GPM- ----GPX τῶν τῶν τῶν ὁ
270206 N- ----GPM- ----GPX Νικολαϊτῶν, Νικολαϊτῶν Νικολαϊτῶν Νικολαΐτης
270206 RR ----APN- ----CPN ἃ ἃ ἅ ὅς
270206 RP ----NS-- ----NS- κἀγὼ κἀγὼ κἀγώ κἀγώ
270206 V- 1PAI-S-- PAI1-S- μισῶ. μισῶ μισῶ μισέω
270207 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270207 V- -PAPNSM- PAP-NSM ἔχων ἔχων ἔχων ἔχω
270207 N- ----ASN- ----CSN οὖς οὖς οὖς οὖς
270207 V- 3AAD-S-- AAD3-S- ἀκουσάτω ἀκουσάτω ἀκουσάτω ἀκούω
270207 RI ----ASN- ----CSN τί τί τί τίς
270207 RA ----NSN- ----CSN τὸ τὸ τό ὁ
270207 N- ----NSN- ----CSN πνεῦμα πνεῦμα πνεῦμα πνεῦμα
270207 V- 3PAI-S-- PAI3-S- λέγει λέγει λέγει λέγω
270207 RA ----DPF- ----DPF ταῖς ταῖς ταῖς ὁ
270207 N- ----DPF- ----DPF ἐκκλησίαις. ἐκκλησίαις ἐκκλησίαις ἐκκλησία
270207 RA ----DSM- ----DSY τῷ τῷ τῷ ὁ
270207 V- -PAPDSM- PAP-DSY νικῶντι νικῶντι νικῶντι νικάω
270207 V- 1FAI-S-- FAI1-S- δώσω δώσω δώσω δίδωμι
270207 RP ----DSM- ----DSY αὐτῷ αὐτῷ αὐτῷ αὐτός
270207 V- -AAN---- ----DSY φαγεῖν φαγεῖν φαγεῖν ἐσθίω
270207 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
270207 RA ----GSN- ----GSY τοῦ τοῦ τοῦ ὁ
270207 N- ----GSN- ----GSY ξύλου ξύλου ξύλου ξύλον
270207 RA ----GSF- ----GSF τῆς τῆς τῆς ὁ
270207 N- ----GSF- ----GSF ζωῆς, ζωῆς ζωῆς ζωή
270207 RR ----NSN- ----CSN ὅ ὅ ὅ ὅς
270207 V- 3PAI-S-- PAI3-S- ἐστιν ἐστιν ἐστί(ν) εἰμί
270207 P- -------- ------- ἐν ἐν ἐν ἐν
270207 RA ----DSM- ----DSY τῷ τῷ τῷ ὁ
270207 N- ----DSM- ----DSY παραδείσῳ παραδείσῳ παραδείσῳ παράδεισος
270207 RA ----GSM- ----GSY τοῦ τοῦ τοῦ ὁ
270207 N- ----GSM- ----GSY ⸀θεοῦ. θεοῦ θεοῦ θεός
270208 C- -------- ------- Καὶ Καὶ καί καί
270208 RA ----DSM- ----DSY τῷ τῷ τῷ ὁ
270208 N- ----DSM- ----DSY ἀγγέλῳ ἀγγέλῳ ἀγγέλῳ ἄγγελος
270208 RA ----GSF- ----GSF ⸀τῆς τῆς τῆς ὁ
270208 P- -------- ------- ἐν ἐν ἐν ἐν
270208 N- ----DSF- ----DSF Σμύρνῃ Σμύρνῃ Σμύρνῃ Σμύρνα
270208 N- ----GSF- ----GSF ἐκκλησίας ἐκκλησίας ἐκκλησίας ἐκκλησία
270208 V- 2AAD-S-- AAD2-S- γράψον· γράψον γράψον γράφω
270208 RD ----APN- ----CPN Τάδε Τάδε τάδε ὅδε
270208 V- 3PAI-S-- PAI3-S- λέγει λέγει λέγει λέγω
270208 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270208 A- ----NSM- ----NSM πρῶτος πρῶτος πρῶτος πρῶτος
270208 C- -------- ------- καὶ καὶ καί καί
270208 RA ----NSM- ----NSM ὁ ὁ ὁ ὁ
270208 A- ----NSM- ----NSM ἔσχατος, ἔσχατος ἔσχατος ἔσχατος
270208 RR ----NSM- ----NSM ὃς ὃς ὅς ὅς
270208 V- 3AMI-S-- AMI3-S- ἐγένετο ἐγένετο ἐγένετο γίνομαι
270208 A- ----NSM- ----NSM νεκρὸς νεκρὸς νεκρός νεκρός
270208 C- -------- ------- καὶ καὶ καί καί
270208 V- 3AAI-S-- AAI3-S- ἔζησεν· ἔζησεν ἔζησε(ν) ζάω
270209 V- 1XAI-S-- XAI1-S- Οἶδά Οἶδά οἶδα οἶδα
270209 RP ----GS-- ----GS- ⸀σου σου σου σύ
270209 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270209 N- ----ASF- ----ASF θλῖψιν θλῖψιν θλῖψιν θλῖψις
270209 C- -------- ------- καὶ καὶ καί καί
270209 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270209 N- ----ASF- ----ASF πτωχείαν, πτωχείαν πτωχείαν πτωχεία
270209 C- -------- ------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
270209 A- ----NSM- ----NSM πλούσιος πλούσιος πλούσιος πλούσιος
270209 V- 2PAI-S-- PAI2-S- εἶ, εἶ εἶ εἰμί
270209 C- -------- ------- καὶ καὶ καί καί
270209 RA ----ASF- ----ASF τὴν τὴν τήν ὁ
270209 N- ----ASF- ----ASF βλασφημίαν βλασφημίαν βλασφημίαν βλασφημία
270209 P- -------- ------- ἐκ ἐκ ἐκ ἐκ
